Name,Platform,Genre,Global_Sales
Worldwide Soccer Manager 2007,PC,Sports,0.02
Heroes of the Pacific,PC,Simulation,0.02
Kokoro Connect: Yochi Random,PSP,Action,0.02
Tenkai Knights: Brave Battle,3DS,Action,0.02
Mount & Blade: Warband,PC,Role-Playing,0.02
Horrid Henry: Missions of Mischief,Wii,Adventure,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,Puzzle,0.02
Painkiller: Hell & Damnation,X360,Shooter,0.02
Resident Evil Zero,PC,Action,0.02
Warship Gunner 2 Portable,PSP,Simulation,0.02
Nervous Brickdown,DS,Puzzle,0.02
Downtown Nekketsu Jidaigek,3DS,Action,0.02
Mini Ninjas,PC,Action,0.02
Legend of Kay Anniversary,PS4,Action,0.02
NHL 09,PC,Sports,0.02
Spanish for Everyone!,DS,Puzzle,0.02
Battle Princess of Arcadias,PS3,Role-Playing,0.02
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy,0.02
Germany's Next Topmodel 2011,Wii,Simulation,0.02
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Action,0.02
Angelique Retour,PSV,Action,0.02
Winx Club: Saving Alfea,DS,Action,0.02
UFO: Trilogy,PC,Strategy,0.02
Mount & Blade Collection,PC,Role-Playing,0.02
Car Battler Joe,GBA,Role-Playing,0.02
Vietcong,PC,Shooter,0.02
StormLover Karen!!,PSP,Adventure,0.02
Digimon Rumble Arena 2,XB,Fighting,0.02
Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure,0.02
Ten Pin Alley 2,Wii,Sports,0.02
Coded Soul: Uke Keigareshi Idea,PSP,Role-Playing,0.02
Starship Troopers,PC,Shooter,0.02
AIR,PSP,Adventure,0.02
Crysis: Warhead,PC,Shooter,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Adventure,0.02
Dino Dini's Kick Off Revival,PS4,Sports,0.02
Garfield Gets Real,DS,Action,0.02
Mighty No. 9,WiiU,Platform,0.02
Atlantic Quest,PC,Puzzle,0.02
Tycoon City: New York,PC,Strategy,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Action,0.02
Agatha Christie: The ABC Murders,PC,Adventure,0.02
Virtua Pro Football,PS2,Sports,0.02
Date-A-Live Twin Edition: Rio Reincarnation,PSV,Action,0.02
Adidas Power Soccer 98,PS,Sports,0.02
Natsuiro High School: Seishun Hakusho,PS4,Action,0.02
Black Rose Valkyrie,PS4,Role-Playing,0.02
Heroes VS,PSP,Fighting,0.02
Kazoku Keikaku,PSP,Adventure,0.02
Sotsugyou II: Neo Generation Special,3DO,Simulation,0.02
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,Shooter,0.02
Agatha Christie's The ABC Murders,PS4,Adventure,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Action,0.02
Aoishiro,PS2,Adventure,0.02
Rainbow Islands Revolution,DS,Platform,0.02
"Warhammer 40,000: Dawn of War: Soulstorm",PC,Strategy,0.02
Virtual Kasparov,GBA,Strategy,0.02
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Platform,0.02
Dynasty Warriors 8: Empires,PSV,Action,0.02
Mary King's Riding School,DS,Simulation,0.02
Devil Survivor: Over Clock,3DS,Strategy,0.02
PC Engine Best Collection: Tengai Makyou Collection,PSP,Role-Playing,0.02
Commandos 3: Destination Berlin,PC,Strategy,0.02
Otoko Yukaku,PSV,Action,0.02
Speed Kings,GC,Racing,0.02
Spirits and Demons: 5 Game Pack,PC,Misc,0.02
Rose to Tasogare no Kojou,PSV,Action,0.02
Army Rescue,Wii,Shooter,0.02
Azada,3DS,Puzzle,0.02
ESPN MLS ExtraTime 2002,XB,Sports,0.02
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Misc,0.02
Dreamer Series: Horse Trainer,DS,Simulation,0.02
Hogs of War,PS,Strategy,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Fighting,0.02
Muchi Muchi Pork & Pink Sweets,X360,Shooter,0.02
Point Blank 3,PS,Shooter,0.02
Meiji Toukyou Renka,PSP,Adventure,0.02
Sengoku Basara: Sanada Yukimura-Den,PS3,Action,0.02
Hakuoki: Shinkai - Hana no Shou,PSV,Adventure,0.02
Mushihimesama,X360,Action,0.02
Uru: Ages Beyond Myst,PC,Adventure,0.02
Higurashi no Naku Koro ni: Jan,PSP,Misc,0.02
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Action,0.02
Elvandia Story,PS2,Role-Playing,0.02
Triggerheart Excelica Enhanced,PS2,Shooter,0.02
Puzzle Star Sweep,PS,Puzzle,0.02
Battle Spirits: Kiseki no Hasha,PSP,Role-Playing,0.02
X-Plane 10 Global,PC,Simulation,0.02
Chrysler Classic Racing,DS,Racing,0.02
The Conveni 4,PS2,Simulation,0.02
The Cheetah Girls,GBA,Misc,0.02
Charlie's Angels,GC,Action,0.02
WRC 2: FIA World Rally Championship,PC,Racing,0.02
uDraw Studio: Instant Artist,X360,Misc,0.02
Seitokai no Ichizon: DS-suru Seitokai,DS,Adventure,0.02
Teenage Mutant Ninja Turtles Double Pack,GBA,Action,0.02
Prism Ark: Awake,PS2,Adventure,0.02
Rozen Maiden: Duellwalzer,PS2,Adventure,0.02
Rugby 06,XB,Sports,0.02
Marvel Avengers: Battle for Earth,X360,Action,0.02
Winter Blast: 9 Snow & Ice Games,Wii,Sports,0.02
Natsuiro High School: Seishun Hakusho,PS3,Action,0.02
Kamen Rider: Battride War II,WiiU,Action,0.02
Shrek / Shark Tale Game Boy Advance Video,GBA,Misc,0.02
Urban Chaos: Riot Response,XB,Shooter,0.02
Ginga Fukei Densetsu: Sapphire,TG16,Shooter,0.02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Action,0.02
The Mummy,GBA,Action,0.02
Guitar Freaks V3 & DrumMania V3,PS2,Simulation,0.02
The Talos Principle,PS4,Puzzle,0.02
The Crow: City of Angels,PS,Action,0.02
Legendary,PC,Shooter,0.02
Snow Portable,PSP,Adventure,0.02
Poyo Poyo Kansatsu Nikki,3DS,Action,0.02
Jinsei Game DS,DS,Misc,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,Simulation,0.02
Broken Sword: The Sleeping Dragon,XB,Adventure,0.02
Reversal Challenge,DS,Misc,0.02
Wild West Shootout,Wii,Shooter,0.02
Miyako,PSP,Adventure,0.02
Motto NUGA-CEL!,PSP,Adventure,0.02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Strategy,0.02
11eyes: CrossOver,PSP,Adventure,0.02
Super Dodge Ball,NG,Sports,0.02
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,Adventure,0.02
Gon: BakuBakuBakuBaku Adventure,3DS,Action,0.02
Style Book: Junior City,DS,Misc,0.02
Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure,0.02
Garfield's Nightmare,DS,Platform,0.02
Earth Seeker,Wii,Role-Playing,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action,0.02
Lovely x Cation 1 & 2,PSV,Action,0.02
Barbie as the Princess and the Pauper,GBA,Adventure,0.02
Blood Bowl: Legendary Edition,PC,Sports,0.02
Tantei Opera: Milky Holmes,PSP,Adventure,0.02
Pirates of the Burning Sea,PC,Role-Playing,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Misc,0.02
Mary King's Riding School 2,Wii,Simulation,0.02
Micro Machines V4,PSP,Racing,0.02
Entaku no Seito: The Eternal Legend,PSP,Role-Playing,0.02
New Atelier Rorona: Hajimari no Monogatari,3DS,Action,0.02
WorldShift,PC,Strategy,0.02
The Crew: Wild Run,PC,Action,0.02
Casper's Scare School: Spooky Sports Day,DS,Sports,0.02
7 Roses: A Darkness Rises,PC,Misc,0.02
My Hero: Doctor,DS,Action,0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Role-Playing,0.02
Bakumatsu Rock: Ultra Soul,PSV,Misc,0.02
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Action,0.02
Elf Bowling 1 & 2,DS,Sports,0.02
Niko Puchi Girls Runway,3DS,Misc,0.02
MotoGP 14,PSV,Racing,0.02
Bomberman 2,DS,Puzzle,0.02
Arabians Lost: The Engagement on Desert,PS2,Adventure,0.02
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,Simulation,0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,Role-Playing,0.02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,Misc,0.02
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,Action,0.02
Peggle Nights,PC,Puzzle,0.02
Starry ? Sky: After Summer,PSP,Misc,0.02
Puzzle Guzzle,PSP,Puzzle,0.02
ESPN NFL Primetime 2002,XB,Sports,0.02
Gallop Racer Inbreed,PS2,Sports,0.02
Myth Makers: Super Kart GP,Wii,Racing,0.02
Red Ninja: End of Honor,XB,Action,0.02
Ketsui: Kizuna Jigoku Tachi Extra,X360,Shooter,0.02
Frisbee Disc Freestyle / Frisbee Disc Golf,DS,Sports,0.02
Call of Duty: Modern Warfare Trilogy,PS3,Shooter,0.02
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,Fighting,0.02
Emergency 2012,DS,Simulation,0.02
Command & Conquer 3: Kane's Wrath,PC,Strategy,0.02
Suzumiya Haruhi-Chan no Mahjong,PSP,Misc,0.02
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,Adventure,0.02
Aqua Panic!,DS,Puzzle,0.02
James Bond 007: Blood Stone,PC,Shooter,0.02
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,Action,0.02
Kong: The Animated Series,GBA,Action,0.02
Heavy Fire: Afghanistan,PC,Shooter,0.02
Let's Dance with Mel B,X360,Sports,0.02
Agatha Christie: Death on the Nile,PC,Adventure,0.02
The Crew: Wild Run,XOne,Action,0.02
Toukiden 2,PS3,Action,0.02
Koisuru Otome to Shugo no Tate Portable,PSP,Adventure,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,Action,0.02
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,Misc,0.02
Iridium Runners,PS2,Racing,0.02
Ben 10 Omniverse 2,3DS,Action,0.02
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,Adventure,0.02
Bakumatsu Renka: Karyuu Kenshi-den,PS2,Adventure,0.02
Dancing on Ice,DS,Sports,0.02
Tiny Toon Adventures: Wacky Stackers,GBA,Puzzle,0.02
Princess Frontier Portable,PSP,Adventure,0.02
Rock Blast,Wii,Puzzle,0.02
Touch Detective (JP sales),DS,Adventure,0.02
Tomb Raider: Legend,PC,Action,0.02
Emergency Mayhem,Wii,Racing,0.02
Rising Zan: The Samurai Gunman,PS,Action,0.02
Mai-Otome Hime: Otome Butou Shi,PS2,Fighting,0.02
Robopon 2: Cross Version,GBA,Role-Playing,0.02
TMNT: Mutant Melee,XB,Fighting,0.02
Ultimate Puzzle Games,GBA,Puzzle,0.02
Combat Flight Simulator 3: Battle for Europe,PC,Simulation,0.02
Kimikare: New Semester,PSP,Action,0.02
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Action,0.02
Haneru no Tobira Wii: Girigirissu,Wii,Misc,0.02
RoboCop,XB,Shooter,0.02
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,Role-Playing,0.02
Lara Croft and the Temple of Osiris,PC,Action,0.02
Final Fantasy XIV: Heavensward,PC,Action,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,Adventure,0.02
Blazing Souls,PS2,Role-Playing,0.02
Seinaru Kana: Orichalcum no Na no Motoni,PSP,Action,0.02
NHL 2K3,GC,Sports,0.02
PDC World Championship Darts 2009,Wii,Sports,0.02
Tour de France 2014,PS3,Sports,0.02
The Hustle: Detroit Streets,XB,Sports,0.02
Tail of the Sun,PS,Role-Playing,0.02
Canada Hunt,Wii,Sports,0.02
Space Channel 5: Ulala's Cosmic Attack,GBA,Misc,0.02
Airline Tycoon,PC,Simulation,0.02
Disney Sports Basketball,GBA,Sports,0.02
Bejeweled Blitz,PC,Puzzle,0.02
Ozzy & Drix,GBA,Platform,0.02
Barnyard Blast: Swine of the Night,DS,Platform,0.02
SBK09 Superbike World Championship,PS3,Racing,0.02
Song of the Deep,PC,Action,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,Misc,0.02
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Strategy,0.02
Disney Sports Football,GC,Sports,0.02
Castle Shikigami 2,PS2,Shooter,0.02
Wizardry Twin Pack,PS3,Role-Playing,0.02
Rabbids Invasion: The Interactive TV Show,PS4,Misc,0.02
Moe Star: Moeru Toudai Eigojuku,DS,Misc,0.02
Gadget Racers (PAL),PS2,Racing,0.02
Pulse Racer,XB,Racing,0.02
Freestyle Metal X,GC,Racing,0.02
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Role-Playing,0.02
NEVES,DS,Puzzle,0.02
Unreal Tournament 2004,PC,Shooter,0.02
NBA 07,PS2,Sports,0.02
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Role-Playing,0.02
Rogue Trooper,XB,Shooter,0.02
Spirits & Spells,GC,Platform,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,Action,0.02
Balls of Fury,DS,Sports,0.02
50 Classic Games,3DS,Misc,0.02
The Longest Journey,PC,Adventure,0.02
Eyeshield 21: Portable Edition,PSP,Role-Playing,0.02
Stronghold Legends,PC,Strategy,0.02
Kabushiki Baibai Trainer: Kabutore! Next,DS,Simulation,0.02
Machi: Unmei no Kousaten,PSP,Adventure,0.02
Winning Post 8 2016,PS4,Simulation,0.02
Golden Nugget Casino DS,DS,Misc,0.02
Machi-ing Maker 4,PS3,Strategy,0.02
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,Sports,0.02
Pirates PlundArrr,Wii,Action,0.02
Robotics;Notes,PSV,Adventure,0.02
Ketsui Death Label,DS,Shooter,0.02
Prince of Stride,PSV,Adventure,0.02
Syberia II,PC,Adventure,0.02
SD Gundam Force,GBA,Shooter,0.02
Mechanic Master 2,DS,Puzzle,0.02
Dungeons - The Dark Lord,PC,Strategy,0.02
Clover no Kuni no Alice: Wonderful Wonder World,PSP,Adventure,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,Misc,0.02
Lost: Via Domus,PC,Action,0.02
Monster High 13 Wishes,3DS,Action,0.02
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,Adventure,0.02
Planetarian: Chiisana Hoshi no Yume,PSP,Adventure,0.02
Roommate Asami: Okusama wa Joshikousei,PS2,Adventure,0.02
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,Misc,0.02
Sarah: Keeper of the Unicorn,DS,Adventure,0.02
Pirates: Legend of the Black Buccaneer,PS2,Adventure,0.02
Back to the Future: The Game,XOne,Adventure,0.02
Post Mortem,PC,Adventure,0.02
Ultraman Star Chronicles,PSP,Strategy,0.02
Ginga Tetsudou 999 DS,DS,Adventure,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,Action,0.02
Amagoushi no Yakata,PS2,Adventure,0.02
Aedis Eclipse: Generation of Chaos,PSP,Role-Playing,0.02
This War of Mine,PS4,Action,0.02
Franklin: A Birthday Surprise,PS2,Misc,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,Adventure,0.02
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,Action,0.02
Suzunone Seven: Rebirth Knot,PS2,Adventure,0.02
Arslan: The Warriors of Legend,XOne,Action,0.02
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,Adventure,0.02
Zoids Dash,DS,Role-Playing,0.02
Digimon Rumble Arena,PS,Fighting,0.02
Vitamin X Evolution Plus,PSP,Adventure,0.02
Disciples III: Renaissance,PC,Strategy,0.02
Revolution: 25th Anniversary Collection,PC,Adventure,0.02
MX vs. ATV Supercross Encore,XOne,Sports,0.02
Final Fight: Streetwise,XB,Action,0.02
Goblin Commander: Unleash the Horde,GC,Strategy,0.02
Super Speed Machines,DS,Racing,0.02
Nano Diver,PSP,Action,0.02
Elkrone no Atelier: Dear for Otomate,PSP,Action,0.02
DJ Star,DS,Misc,0.02
Top Gear RPM Tuning,XB,Racing,0.02
Cookie & Cream,DS,Platform,0.02
Memories Off: Yubikiri no Kioku,X360,Adventure,0.02
Otometeki Koi Kakumei * Love Revo!! DS,DS,Adventure,0.02
Clue / Mouse Trap / Perfection / Aggravation,DS,Misc,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Action,0.02
Elven Legacy Collection,PC,Strategy,0.02
My Ballet Studio,DS,Simulation,0.02
Postman Pat: Special Delivery Service,DS,Misc,0.02
Cross + Channel,PSP,Adventure,0.02
LEGO Star Wars II: The Original Trilogy,PC,Action,0.02
Summer Challenge: Athletics Tournament,Wii,Sports,0.02
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,Misc,0.02
Just Cause,PC,Action,0.02
Abunai: Koi no Sousa Shitsu,PSV,Action,0.02
Blazing Angels: Squadrons of WWII,PC,Simulation,0.02
Let's Yoga!,DS,Misc,0.02
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,Adventure,0.02
Memories Off: Yubikiri no Kikou,PSP,Adventure,0.02
L.G.S: Shinsetsu Houshinengi,PSP,Action,0.02
Battle Engine Aquila,XB,Shooter,0.02
Turbo: Super Stunt Squad,Wii,Sports,0.02
Hurry Up Hedgehog!,DS,Racing,0.02
Hands On! Tangrams,DS,Puzzle,0.02
Puzzle Chronicles,DS,Puzzle,0.02
Discworld II: Mortality Bytes!,PS,Adventure,0.02
One Piece Mansion,PS,Action,0.02
Uchi no 3 Shimai DS,DS,Misc,0.02
Divinity: Original Sin,PC,Role-Playing,0.02
Soul Eater: Monotone Princess,Wii,Action,0.02
Strike Witches: Shirogane no Tsubasa,X360,Strategy,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,Action,0.02
Still Life 2,PC,Adventure,0.02
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,Action,0.02
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Action,0.02
Moujuutsukai to Oujisama,PS2,Adventure,0.02
Root Infinity Rexx,PSV,Adventure,0.02
Cube,PSP,Puzzle,0.02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,Racing,0.02
Army Men: Major Malfunction,XB,Shooter,0.02
Dunamis 15,X360,Adventure,0.02
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Misc,0.02
Worms World Party,PC,Strategy,0.02
Yoake Yori Ruriiro na Portable,PSP,Adventure,0.02
Big Bass Fishing,PS,Action,0.02
Reine des Fleurs,PSV,Action,0.02
Gears of War,PC,Shooter,0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,Simulation,0.02
Namco Museum 50th Anniversary (JP sales),PS2,Misc,0.02
Gummy Bears Magical Medallion,Wii,Platform,0.02
Colin McRae Rally 2005,PC,Racing,0.02
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,Role-Playing,0.02
LEGO Star Wars: The Video Game,PC,Action,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,Adventure,0.02
Dark Void,PC,Action,0.02
Chou!! Super Nep League DS,DS,Sports,0.02
Irritating Stick,PS,Action,0.02
WTA Tour Tennis,GBA,Sports,0.02
Kaleidoeve,PSV,Adventure,0.02
Judge Dredd: Dredd Vs Death,XB,Shooter,0.02
Star Trek: Legacy,PC,Simulation,0.02
NHL 16,X360,Sports,0.02
Wall-E,PC,Platform,0.02
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,Action,0.02
Davis Cup Tennis,GBA,Sports,0.02
Pro Rally,GC,Racing,0.02
XCOM 2,XOne,Strategy,0.02
Football Academy,DS,Sports,0.02
Kimi ni Todoke: Sodateru Omoi,DS,Adventure,0.02
Call of Duty: Modern Warfare Trilogy,X360,Shooter,0.02
Let's Pilates!,DS,Misc,0.02
Memories Off #5: Encore,PS2,Adventure,0.02
Brave Story: Boku no Kioku to Negai,DS,Role-Playing,0.02
Zombie Hunters 2,PS2,Action,0.02
WRC 5: FIA World Rally Championship,X360,Sports,0.02
Custom Drive,PSP,Action,0.02
Tsuyo Kiss 2 Gakki: Swift Love,PS2,Adventure,0.02
Achtung Panzer: Kharkov 1943,PC,Strategy,0.02
Konductra,DS,Puzzle,0.02
Samurai Jack: The Shadow of Aku,GC,Action,0.02
Winning Post 7 2013,PSV,Sports,0.02
Platypus,PSP,Shooter,0.02
Command & Conquer 4: Tiberian Twilight,PC,Strategy,0.02
The Incredibles: Rise of the Underminer,PC,Action,0.02
Winter Sports 3: The Great Tournament,X360,Sports,0.02
Farm Frenzy,PC,Strategy,0.02
Ore wa Shoujo Mangaka,PSP,Action,0.02
Busou Renkin: Youkoso Papillon Park e,PS2,Action,0.02
A Vampyre Story,PC,Adventure,0.02
Puyo Puyo Tetris,WiiU,Puzzle,0.02
Exhibition Volume 6,XB,Misc,0.02
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,Misc,0.02
The Haunted: Hell's Reach,PC,Shooter,0.02
Phoenix Wright: Ace Attorney Trilogy,3DS,Adventure,0.02
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,Misc,0.02
LifeSigns: Surgical Unit,DS,Simulation,0.02
I Love Horses: Rider's Paradise,Wii,Simulation,0.02
Kao the Kangaroo Round 2,GC,Platform,0.02
Majesty 2 Collection,PC,Strategy,0.02
Sniper Elite,PC,Shooter,0.02
The Dark Hills of Cherai,PC,Puzzle,0.02
FIFA Soccer 08,PC,Sports,0.02
Zoey 101: Field Trip Fiasco,DS,Action,0.02
Dream C Club: GoGo,PS3,Adventure,0.02
Battle Spirits: Hero's Soul,PSP,Role-Playing,0.02
Usavichi: Game no Jikan,DS,Action,0.02
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,Misc,0.02
Otona no Renai Shousetsu: Harlequin Selection,DS,Misc,0.02
White Album 2: Shiawase no Mukougawa,PSV,Adventure,0.02
W.L.O. Sekai Renai Kikousen,X360,Adventure,0.02
Psychedelica of the Black Butterfly,PSV,Action,0.02
Final Fantasy XI: All-In-One Pack 2006,X360,Role-Playing,0.02
Joint Operations: Combined Arms,PC,Shooter,0.02
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,Misc,0.02
Winning Post 7: Maximum 2007,PS3,Sports,0.02
Monster Trux Offroad,Wii,Racing,0.02
Assault Suit Leynos,PS4,Shooter,0.02
Dragon Booster,DS,Shooter,0.02
Germany's Next Topmodel 2011,DS,Simulation,0.02
Drakensang: The Dark Eye,PC,Role-Playing,0.02
Storm Lover 2nd,PSP,Misc,0.02
Kadenz fermata//Akkord:fortissimo,PSV,Adventure,0.02
DuckTales: Remastered,PC,Action,0.02
Transformers: Prime,Wii,Action,0.02
Contrast,PC,Platform,0.02
Arcana Famiglia 2,PSP,Adventure,0.02
Taishou Moebius Line Vitable,PSV,Adventure,0.02
Gaist Crusher God,3DS,Action,0.02
Shinkyoku Soukai Polyphonica,PS2,Adventure,0.02
San Goku Shi DS 2,DS,Strategy,0.02
Strongest Tokyo University Shogi DS,DS,Action,0.02
Shin Sangoku Musou Online: Souten Ranbu,PS3,Action,0.02
Elven Legacy,PC,Strategy,0.02
V-Rally 3,XB,Racing,0.02
Full House Kiss 2,PS2,Adventure,0.02
Dead to Rights,GBA,Shooter,0.02
Thunder Force VI,PS2,Shooter,0.02
Majesty 2: The Fantasy Kingdom Sim,PC,Simulation,0.02
Turbo: Super Stunt Squad,3DS,Sports,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,Misc,0.02
PachiPara 3D,3DS,Misc,0.02
Command & Conquer Collection,PC,Strategy,0.02
Kiss Bell,PSV,Adventure,0.02
Earth Defense Force 2017 (old JP sales),X360,Shooter,0.02
Sengoku Hime: Senran ni Mau Otometachi,PS2,Adventure,0.02
GTI Club: Supermini Festa!,Wii,Racing,0.02
MuvLuv Double Pack,PSV,Adventure,0.02
Koihime Enbu,PS4,Fighting,0.02
Romance of the Three Kingdoms XII,WiiU,Strategy,0.02
Worldwide Soccer Manager 2006,PC,Sports,0.02
Sora no Otoshimono Forte: Dreamy Season,DS,Adventure,0.02
Mission: Impossible - Operation Surma,GC,Platform,0.02
Trigger Man,GC,Shooter,0.02
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,Action,0.02
Hiiro no Kakera Portable,PSP,Adventure,0.02
Antz Extreme Racing,XB,Racing,0.02
Enemy Territory: Quake Wars,PC,Shooter,0.02
Truck Racer,Wii,Racing,0.02
The Sims 4: Luxury Party Stuff,PC,Simulation,0.02
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,Adventure,0.02
Triggerheart Exelica,DC,Shooter,0.02
Games Explosion!,GBA,Action,0.02
Tennis no Oji-Sama: Card Hunter,PS2,Strategy,0.02
Portable Island: Tenohira Resort,PSP,Simulation,0.02
Night Wizard the Video Game: Denial of the World,PS2,Adventure,0.02
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Misc,0.02
Tokyo Friend Park II DS,DS,Misc,0.02
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,Action,0.02
Adventure Time: The Secret of the Nameless,3DS,Adventure,0.02
Kao the Kangaroo Round 2,PS2,Platform,0.02
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,Adventure,0.02
Robopon 2: Ring Version,GBA,Role-Playing,0.02
Evil Genius,PC,Strategy,0.02
Dragon Tales: Dragon Adventures,GBA,Platform,0.02
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,Adventure,0.02
Powerbike,DS,Racing,0.02
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,Role-Playing,0.02
Magic Encyclopedia: Moonlight,DS,Misc,0.02
Rayman 10th Anniversary,GBA,Platform,0.02
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,Role-Playing,0.02
Online Chess Kingdoms,PSP,Misc,0.02
Gaku ? Ou: The Royal Seven Stars,PSP,Role-Playing,0.02
Pillars of Eternity,PC,Role-Playing,0.02
RollerCoaster Tycoon: Gold Edition,PC,Strategy,0.02
Professional Farmer 2016,PS4,Action,0.02
Storm Lover Kai!!,PSP,Action,0.02
Race Driver: Create & Race,DS,Racing,0.02
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Fighting,0.02
Minna to Issho,PSV,Misc,0.02
Harukanaru Toki no Naka de 6,PSP,Action,0.02
Hummer Badlands,XB,Racing,0.02
I Doll U,PSV,Adventure,0.02
Enkaku Sousa: Sana e no 23 Hiai,PSP,Adventure,0.02
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Action,0.02
Pippa Funnell 2: Farm Adventures,DS,Simulation,0.02
Iron Soldier 3,PS,Simulation,0.02
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,Simulation,0.02
